protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm
BastilleDeLaBouje,BASTILLE,Yield,['Fantom'],109.79273307972964,[],,,,['api'],0,0,,0
Bastion,BSTN,Lending,['Aurora'],776342.666845754,[],,,,['api'],0,0,,0
Baton,-,Yield,['Ethereum'],0.0,[],,,,['api'],0,0,,0
BayMax,BAYMAX,Derivatives,['Avalanche'],4.53222945,[],,,,['api'],0,0,,0
BaySwap,BSWT,Dexs,['Sui'],17782.452589370292,[],,,,['api'],0,0,,0
BeGlobal Finance,GLB,Dexs,['Binance'],26660.489839768907,[],,,,['api'],0,0,,0
Beam,BEAM,Chain,['nan'],,[],,,,['api'],0,0,,0
Beam Dex,-,Dexs,['ZetaChain'],981625.442154647,[],,,,['api'],0,0,,0
Beam Swap,-,Dexs,['Beam'],2654275.309731572,[],,,,['api'],0,0,,0
BeamSwap Classic,GLINT,Dexs,['Moonbeam'],71628.87335554509,[],,,,['api'],0,0,,0
BeamSwap Stable AMM,GLINT,Dexs,['Moonbeam'],5575.827406485484,[],,,,['api'],0,0,,0
BeamSwap V3,GLINT,Dexs,['Moonbeam'],5882.3934831021725,[],,,,['api'],0,0,,0
Beamer Bridge,-,Bridge,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Beamex AMM,GLINT,Dexs,['nan'],,[],,,,['api'],0,0,,0
Beamex Perps,GLINT,Derivatives,['Moonbeam'],7940.993038370941,[],,,,['api'],0,0,,0
Beanstalk,BEAN,Algo-Stables,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bear Finance,BEAR,Yield,['Fantom'],0.0,[],,,,['api'],0,0,,0
Bear Vs Bull,-,Prediction Market,['nan'],,[],,,,['api'],0,0,,0
Bearn,-,Yield Aggregator,['Berachain'],945203.8601870462,[],,,,['api'],0,0,,0
BearnFi,BFI,Yield,['Binance'],660731.0354172845,[],,,,['api'],0,0,,0
Bebop,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
BecoSwap,BECO,Dexs,['Kardia'],1925.7104565797024,[],,,,['api'],0,0,,0
Bedrock uniBTC,-,Anchor BTC,['Multi-Chain'],513347536.709031,[],,,,['api'],0,0,,0
Bedrock uniETH,-,Liquid Restaking,['Ethereum'],51098823.91133275,[],,,,['api'],0,0,,0
Bedrock uniIOTX,-,Liquid Staking,['IoTeX'],9453649.60742868,[],,,,['api'],0,0,,0
BeeBase,BEE,Ponzi,['Base'],0.0,[],,,,['api'],0,0,,0
BeefStake,-,Yield,['Vite'],10059.582075721108,[],,,,['api'],0,0,,0
Beefy,BIFI,Yield Aggregator,['Multi-Chain'],308852366.418939,[],,,,['api'],0,0,,0
Beekava,-,Yield,['Kava'],1.0179899023731462,[],,,,['api'],0,0,,0
Beetroot Finance,ROOT,Yield Aggregator,['TON'],1474.2670817624082,[],,,,['api'],0,0,,0
Beets DEX,BEETS,Dexs,['Multi-Chain'],22671784.76767887,[],,,,['api'],0,0,,0
Beets DEX V3,BEETS,Dexs,['Sonic'],15568854.077971006,[],,,,['api'],0,0,,0
Beets LST,BEETS,Liquid Staking,['Multi-Chain'],71142058.1716403,[],,,,['api'],0,0,,0
Beezie,-,Physical TCG,['nan'],,[],,,,['api'],0,0,,0
Behodler,EYE,Dexs,['Ethereum'],2933.1854993476104,[],,,,['api'],0,0,,0
Belief Market,-,Prediction Market,['Multi-Chain'],377.275632020058,[],,,,['api'],0,0,,0
Bella Protocol,BEL,Yield,['Multi-Chain'],138091.54936345937,[],,,,['api'],0,0,,0
Bellum Exchange,-,Launchpad,['nan'],,[],,,,['api'],0,0,,0
Belt Finance,BELT,Yield,['Multi-Chain'],18229670.613433156,[],,,,['api'],0,0,,0
Beluga,BELUGA,Yield,['Multi-Chain'],0.0002192424263265,[],,,,['api'],0,0,,0
Beluga Dex,BELA,Dexs,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Beluga Protocol,Beluga,Dexs,['Solana'],302.38681465544,[],,,,['api'],0,0,,0
BenSwap,EBEN,Dexs,['Multi-Chain'],81979.30541168105,[],,,,['api'],0,0,,0
BencuFi,-,Lending,['Metis'],4138.02708650009,[],,,,['api'],0,0,,0
BendDAO APE Staking,BEND,Yield,['Multi-Chain'],14932728.731490534,[],,,,['api'],0,0,,0
BendDAO Lending,BEND,NFT Lending,['Ethereum'],9176202.561268205,[],,,,['api'],0,0,,0
Benqi Lending,QI,Lending,['Avalanche'],341553455.6625484,[],,,,['api'],0,0,,0
Benqi Staked Avax,QI,Liquid Staking,['Avalanche'],514683694.5329619,[],,,,['api'],0,0,,0
Bent Finance,BENT,Yield,['Ethereum'],49562.23361775608,[],,,,['api'],0,0,,0
Bepro Network,BEPRO,Services,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bepswap,RUNE,Dexs,['Binance'],0.0,[],,,,['api'],0,0,,0
BeraPaw,-,Liquid Staking,['Berachain'],0.0,[],,,,['api'],0,0,,0
BeraTrax,-,Yield Aggregator,['Berachain'],75298.1678817471,[],,,,['api'],0,0,,0
Beraborrow,POLLEN,CDP,['Berachain'],55332825.61507084,[],,,,['api'],0,0,,0
Beracaine,BCAINE,Dexs,['Berachain'],3393.1320022556833,[],,,,['api'],0,0,,0
Beracana,-,Leveraged Farming,['Berachain'],66085.6785250057,[],,,,['api'],0,0,,0
Berachain,BERA,Chain Bribes,['nan'],,[],,,,['api'],0,0,,0
Berachain Incentive Buys,BERA,Chain,['nan'],,[],,,,['api'],0,0,,0
Beradrome,BERO,Yield,['Berachain'],3413285.1975780535,[],,,,['api'],0,0,,0
Beralis V2,BLIS,Dexs,['Berachain'],0.0251760665421244,[],,,,['api'],0,0,,0
Beralis V3,BLIS,Dexs,['Berachain'],0.5558341001650016,[],,,,['api'],0,0,,0
Berancia,-,Yield Aggregator,['Berachain'],34430.58586592026,[],,,,['api'],0,0,,0
Beratlas Finance,BATLAS,Reserve Currency,['Berachain'],277.6895406275582,[],,,,['api'],0,0,,0
BetFolio,-,Prediction Market,['Polygon'],105.968412,[],,,,['api'],0,0,,0
BetHash,HASH,Prediction Market,['EOS'],40298.636279784296,[],,,,['api'],0,0,,0
BetMode,-,Prediction Market,['Multi-Chain'],945.036137929176,[],,,,['api'],0,0,,0
BetSwirl,BETS,Prediction Market,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Beta Finance V1,BETA,Lending,['Multi-Chain'],737717.6167536257,[],,,,['api'],0,0,,0
Beta Finance V2,BETA,Lending,['Multi-Chain'],43366.28473440361,[],,,,['api'],0,0,,0
BetterBank,ESTEEM,Lending,['Pulse'],8265740.860113235,[],,,,['api'],0,0,,0
BetterSwap,-,Dexs,['VeChain'],900418.4375695947,[],,,,['api'],0,0,,0
Bevmswap,-,Dexs,['BEVM'],22990.2074098969,[],,,,['api'],0,0,,0
BiFi,BiFi,Lending,['Multi-Chain'],13294457.471526526,[],,,,['api'],0,0,,0
BiShares,BISON,Indexes,['Multi-Chain'],14253.665521169516,[],,,,['api'],0,0,,0
BiTomato,-,CEX,['Multi-Chain'],3026666.3555772677,[],,,,['api'],0,0,,0
Biconomy.com,-,CEX,['Multi-Chain'],40669115.28663391,[],,,,['api'],0,0,,0
Bido Finance,-,Liquid Staking,['BEVM'],92283.01391091532,[],,,,['api'],0,0,,0
Bifrost Dex,BNC,Dexs,['Bifrost'],12845095.141991656,[],,,,['api'],0,0,,0
Bifrost Liquid Crowdloan,-,Liquid Staking,['Bifrost'],1530741.9012587206,[],,,,['api'],0,0,,0
Bifrost Liquid Staking,BNC,Liquid Staking,['Multi-Chain'],94441340.01798376,[],,,,['api'],0,0,,0
Big Data Protocol,BDP,Yield,['Ethereum'],171768.11969101542,[],,,,['api'],0,0,,0
Big Time,BIGTIME,Gaming,['nan'],,[],,,,['api'],0,0,,0
BigONE,-,CEX,['Multi-Chain'],82400394.4385406,[],,,,['api'],0,0,,0
BigPump,-,Launchpad,['TON'],26493.8542495945,[],,,,['api'],0,0,,0
Billion Happiness,BHC,Yield,['Multi-Chain'],146.99249050772465,[],,,,['api'],0,0,,0
Binance Alpha,BNB,Launchpad,['nan'],,[],,,,['api'],0,0,,0
Binance Bitcoin,-,Bridge,['Bitcoin'],7732789551.485342,[],,,,['api'],0,0,,0
Binance CEX,-,CEX,['Multi-Chain'],195092651106.50165,[],,,,['api'],0,0,,0
Binance Multi Chain Capital,BMCC,Services,['Binance'],0.0,[],,,,['api'],0,0,,0
Binance Smart Chain,BNB,Chain,['nan'],,[],,,,['api'],0,0,,0
Binance Staked SOL,-,Liquid Staking,['Solana'],2611406729.379391,[],,,,['api'],0,0,,0
Binance staked ETH,-,Liquid Staking,['Multi-Chain'],14679657225.21653,[],,,,['api'],0,0,,0
Binary Swap,0101,Dexs,['Op_Bnb'],161285.0823918075,[],,,,['api'],0,0,,0
Binaryx Platform,-,RWA,['Polygon'],6421589.097483869,[],,,,['api'],0,0,,0
BingX,-,CEX,['Multi-Chain'],786953578.2549973,[],,,,['api'],0,0,,0
Binlayer,-,Restaking,['Binance'],660.9581838937872,[],,,,['api'],0,0,,0
Biokript,BKPT,Dexs,['Binance'],559.8142532238614,[],,,,['api'],0,0,,0
Biquid,-,Liquid Staking,['Bifrost Network'],8480624.028464748,[],,,,['api'],0,0,,0
Bisq,-,Dexs,['nan'],0.0,[],,,,['api'],0,0,,0
Biswap V2,BSW,Dexs,['Binance'],16864688.712698743,[],,,,['api'],0,0,,0
Biswap V3,BSW,Dexs,['Multi-Chain'],1390875.823402925,[],,,,['api'],0,0,,0
Bit Reserve,-,Yield Aggregator,['Multi-Chain'],2242.8471389658284,[],,,,['api'],0,0,,0
BitANT,BITANT,Yield,['Optimism'],801.6184000000001,[],,,,['api'],0,0,,0
BitFi BTC,-,Anchor BTC,['AILayer'],115447697.2971,[],,,,['api'],0,0,,0
BitFi Basis,-,Basis Trading,['Multi-Chain'],336988840.0681581,[],,,,['api'],0,0,,0
BitGenie AMM,-,Dexs,['Merlin'],153461.34098178704,[],,,,['api'],0,0,,0
BitGenie Farm,-,Farm,['Merlin'],11344.246354925215,[],,,,['api'],0,0,,0
BitMake,-,CEX,['Bitcoin'],22691041.49980976,[],,,,['api'],0,0,,0
BitMart,BMX,CEX,['Multi-Chain'],38289846.17010707,[],,,,['api'],0,0,,0
BitStable Finance,BSSB,CDP,['Multi-Chain'],68010.61056956739,[],,,,['api'],0,0,,0
BitSwap,AMMX,Cross Chain Bridge,['Ethereum'],375569.8838265258,[],,,,['api'],0,0,,0
BitSwap BB V2,-,Dexs,['BounceBit'],271355.0091151387,[],,,,['api'],0,0,,0
BitSwap BB V3,-,Dexs,['BounceBit'],1914101.8909901192,[],,,,['api'],0,0,,0
BitU Protocol,-,CDP,['Binance'],32139160.403776344,[],,,,['api'],0,0,,0
BitUSD,-,CDP,['Sapphire'],67910.79589033342,[],,,,['api'],0,0,,0
BitVenus,-,CEX,['Multi-Chain'],34123059.69394361,[],,,,['api'],0,0,,0
BitZap,-,Dexs,['Bitlayer'],35359.65097113162,[],,,,['api'],0,0,,0
BitZap yUSD,-,CDP,['Bitlayer'],4522987.957130106,[],,,,['api'],0,0,,0
Bitbond Lockers,-,Token Locker,['Multi-Chain'],24635674.60284305,[],,,,['api'],0,0,,0
Bitbond Sales,-,Launchpad,['Multi-Chain'],65234.13832745521,[],,,,['api'],0,0,,0
Bitcoin,BTC,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0
Bitcointry,BTTY,CEX,['Multi-Chain'],3836.462471664464,[],,,,['api'],0,0,,0
Bitdrome Finance,-,Dexs,['BEVM'],862.9841760026559,[],,,,['api'],0,0,,0
Bitfinex,-,CEX,['Multi-Chain'],25869282588.195908,[],,,,['api'],0,0,,0
Bitflow,-,Dexs,['Stacks'],8688690.538763976,[],,,,['api'],0,0,,0
Bitgert,BRISE,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bitgert Swap,BTS,Dexs,['Bitgert'],9.4441509662588e-05,[],,,,['api'],0,0,,0
Bitget,-,CEX,['Multi-Chain'],5528379545.857286,[],,,,['api'],0,0,,0
Bitget SOL,-,Liquid Staking,['Solana'],506087.9903784641,[],,,,['api'],0,0,,0
Bitget Swap,-,DEX Aggregator,['nan'],0.0,[],,,,['api'],0,0,,0
Bitindi Dex,-,Dexs,['Bitindi'],0.0,[],,,,['api'],0,0,,0
Bitindi Staking,BNI,Liquid Staking,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bitkub,KUB,CEX,['Multi-Chain'],1086797740.4989915,[],,,,['api'],0,0,,0
Bitlayer Bridge,-,Bridge,['Multi-Chain'],232782227.024903,[],,,,['api'],0,0,,0
Bitlen Finance,-,Lending,['Multi-Chain'],3.875078351854554,[],,,,['api'],0,0,,0
Bitlend,BLEND,Lending,['Bittorrent'],447.5143686178824,[],,,,['api'],0,0,,0
Bitlo,-,CEX,['Multi-Chain'],34236882.18673862,[],,,,['api'],0,0,,0
Bitmap Game,-,Gaming,['Merlin'],319727.3815110279,[],,,,['api'],0,0,,0
Bitmex,BMEX,CEX,['Multi-Chain'],5642918898.121932,[],,,,['api'],0,0,,0
Bitoro Network,-,Derivatives,['nan'],,[],,,,['api'],0,0,,0
Bitparty,-,Farm,['Bitlayer'],41450.49477211208,[],,,,['api'],0,0,,0
Bitrue,-,CEX,['Multi-Chain'],420186544.782912,[],,,,['api'],0,0,,0
Bits,BITS,Yield,['Multi-Chain'],70.23893715,[],,,,['api'],0,0,,0
Bitstamp,-,CEX,['Multi-Chain'],2384490189.9339576,[],,,,['api'],0,0,,0
Bittensor,TAO,Chain,['nan'],,[],,,,['api'],0,0,,0
Bitty,-,NFT Lending,['Ethereum'],4205453.925868328,[],,,,['api'],0,0,,0
Bitunix,-,CEX,['Multi-Chain'],104113146.86908534,[],,,,['api'],0,0,,0
Bitzy,-,Dexs,['Botanix'],1980224.9295098071,[],,,,['api'],0,0,,0
BlaSpace,-,Dexs,['Blast'],187.86552831485955,[],,,,['api'],0,0,,0
Black Panther,BLACK,Yield,['Injective'],870184.0805861396,[],,,,['api'],0,0,,0
Black Whale,-,Yield,['Kujira'],3401.947188795289,[],,,,['api'],0,0,,0
BlackBird Finance,BIRD,Yield,['Cronos'],7672.261156750148,[],,,,['api'],0,0,,0
BlackPool,BPT,Indexes,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
BlackRock BUIDL,BUIDL,RWA,['Multi-Chain'],2505244146.163854,[],,,,['api'],0,0,,0
Blackhole AMM,BLACK,Dexs,['Avalanche'],56173991.78723643,[],,,,['api'],0,0,,0
Blackhole CLMM,BLACK,Dexs,['Avalanche'],124723937.7805092,[],,,,['api'],0,0,,0
BlackrockFund,BTC,Reserve Currency,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Blackwing,-,Farm,['Multi-Chain'],6024845.25755624,[],,,,['api'],0,0,,0
BladeSwap AMM,BLADE,Dexs,['Blast'],330538.7144264,[],,,,['api'],0,0,,0
BladeSwap CL,BLADE,Dexs,['Blast'],86406.11841699573,[],,,,['api'],0,0,,0
Blast API,-,Developer Tools,['nan'],0.0,[],,,,['api'],0,0,,0
Blast Bridge,-,Canonical Bridge,['Ethereum'],195288501.3650307,[],,,,['api'],0,0,,0
Blast pre-launch Farm,-,Farm,['Ethereum'],4349876.696155363,[],,,,['api'],0,0,,0
BlastDEX,BD,Dexs,['Blast'],15982.018945415395,[],,,,['api'],0,0,,0
BlastNYAN,blNYAN,Farm,['Blast'],6.062886275823461,[],,,,['api'],0,0,,0
BlastName,BNS,Domains,['Blast'],0.0,[],,,,['api'],0,0,,0
BlastUp,BLASTUP,Farm,['Blast'],28670.06965716578,[],,,,['api'],0,0,,0
Blastbrrr,BRRR,Farm,['Blast'],0.0,[],,,,['api'],0,0,,0
Blaster DEX,-,Dexs,['Blast'],181.623540235066,[],,,,['api'],0,0,,0
Blasterswap V2,-,Dexs,['Blast'],682153.8165629448,[],,,,['api'],0,0,,0
Blasterswap V3,-,Dexs,['Blast'],62577.25330289899,[],,,,['api'],0,0,,0
Blasterswap Vaults,-,Yield,['Blast'],11694.031597907862,[],,,,['api'],0,0,,0
Blastex,-,Farm,['Blast'],0.0,[],,,,['api'],0,0,,0
Blastoff,OFF,Farm,['Blast'],68346.9193890036,[],,,,['api'],0,0,,0
Blaze Swap,-,Dexs,['XION'],10119.53011950347,[],,,,['api'],0,0,,0
BlazeBot,BLAZE,Telegram Bot,['nan'],0.0,[],,,,['api'],0,0,,0
BlazeStake,BLZE,Liquid Staking,['Solana'],237608022.56121096,[],,,,['api'],0,0,,0
BlazeSwap,-,Dexs,['Multi-Chain'],6289445.507763287,[],,,,['api'],0,0,,0
BlazingApp,-,Trading App,['nan'],,[],,,,['api'],0,0,,0
Blend Backstop,-,Insurance,['Stellar'],0.0,[],,,,['api'],0,0,,0
Blend Backstop V2,-,Insurance,['Stellar'],0.0,[],,,,['api'],0,0,,0
Blend Finance,-,Lending,['Multi-Chain'],932851.991878304,[],,,,['api'],0,0,,0
Blend Pools,-,Lending,['Stellar'],110535.3335659736,[],,,,['api'],0,0,,0
Blend Pools V2,-,Lending,['Stellar'],37544501.34435985,[],,,,['api'],0,0,,0
Blindex,BDX,Algo-Stables,['RSK'],42850.53545034519,[],,,,['api'],0,0,,0
Blinkswap,-,Dexs,['Blast'],0.6042461599794258,[],,,,['api'],0,0,,0
Blitz AMM,-,Dexs,['nan'],,[],,,,['api'],0,0,,0
Blitz Labs,BLITZ,Services,['Binance'],0.0,[],,,,['api'],0,0,,0
Blitz Perps,-,Derivatives,['Blast'],0.0,[],,,,['api'],0,0,,0
Blizz Finance,BLZZ,Lending,['Avalanche'],0.0,[],,,,['api'],0,0,,0
Blizzard,BLIZZ,Yield,['Avalanche'],2535.9890248214997,[],,,,['api'],0,0,,0
BloFin,-,CEX,['Multi-Chain'],166557114.72382927,[],,,,['api'],0,0,,0
BloXmove,BLXM,Services,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Block Analitica,-,Risk Curators,['Multi-Chain'],133991887.7568998,[],,,,['api'],0,0,,0
BlockNG,LAW,Dexs,['smartBCH'],8421.326148727087,[],,,,['api'],0,0,,0
Blockchain Capital,BCAP,RWA,['zkSync Era'],245655880.4,[],,,,['api'],0,0,,0
BloctoSwap,-,Dexs,['Ethereum'],625445.472702,[],,,,['api'],0,0,,0
Bloom,-,RWA,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Bloom Trading,-,Derivatives,['Blast'],35799.744722031,[],,,,['api'],0,0,,0
Bloom Trading Bot,-,Gaming,['nan'],,[],,,,['api'],0,0,,0
Blue Planet,AQUA,Dexs,['Binance'],212177.70628425383,[],,,,['api'],0,0,,0
BlueBit,BBT,Yield Aggregator,['Aurora'],0.0,[],,,,['api'],0,0,,0
BlueLotusDao DEX,BLDT,Dexs,['Genesys'],79434.15329715845,[],,,,['api'],0,0,,0
BlueMeteor,Meteor,Dexs,['Pulse'],0.0021855583692963,[],,,,['api'],0,0,,0
BlueMove DEX,SMOVE,Dexs,['Sui'],3773429.7279880065,[],,,,['api'],0,0,,0
BlueMove Staking,MOVE,NFT Marketplace,['Aptos'],0.0,[],,,,['api'],0,0,,0
BlueSpade,BLU,Derivatives,['Multi-Chain'],92.06545771839792,[],,,,['api'],0,0,,0
Blueberry,BLB,Yield,['Multi-Chain'],257207.40808417456,[],,,,['api'],0,0,,0
Bluefin Legacy,BLUE,Derivatives,['Multi-Chain'],468131.13079315703,[],,,,['api'],0,0,,0
Bluefin Pro,BLUE,Derivatives,['Sui'],9514365.001219768,[],,,,['api'],0,0,,0
Bluefin Spot,BLUE,Dexs,['Sui'],67948139.23207693,[],,,,['api'],0,0,,0
Bluefin7K Aggregator,BLUE,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0
Blueprint,BLUE,Dexs,['Ethereum'],22228.472291509195,[],,,,['api'],0,0,,0
Blueshift,BLUES,Dexs,['Multi-Chain'],6323302.56881635,[],,,,['api'],0,0,,0
Bluewhale,-,Yield,['Klaytn'],148307.8580027881,[],,,,['api'],0,0,,0
Blum,BLUM,Launchpad,['TON'],120862.93851570632,[],,,,['api'],0,0,,0
Blume,-,Lending,['Blast'],16313.282218040658,[],,,,['api'],0,0,,0
Blur Bids,BLUR,NFT Marketplace,['Multi-Chain'],42141196.36143096,[],,,,['api'],0,0,,0
Blur Finance,BLR,Yield Aggregator,['Binance'],0.0,[],,,,['api'],0,0,,0
Blur Lending,BLUR,NFT Lending,['Ethereum'],49027414.64914265,[],,,,['api'],0,0,,0
Boba Bridge,-,Canonical Bridge,['Ethereum'],5574068.617339019,[],,,,['api'],0,0,,0
Bodega Market,BODEGA,Prediction Market,['Cardano'],312539.3787127326,[],,,,['api'],0,0,,0
Bodh Finance,-,Lending,['Boba'],124.86609998349138,[],,,,['api'],0,0,,0
Bogged Finance,BOG,Dexs,['Binance'],0.0,[],,,,['api'],0,0,,0
Bolide,BLID,Yield Aggregator,['Multi-Chain'],16548.88224549281,[],,,,['api'],0,0,,0
Boltz,-,Bridge,['RSK'],212596.38966359492,[],,,,['api'],0,0,,0
Bomb Finance,BOMB,Dexs,['Fantom'],34064.11387878711,[],,,,['api'],0,0,,0
Bomb Money,BOMB,Algo-Stables,['Binance'],0.0,[],,,,['api'],0,0,,0
Bond Protocol,-,Services,['Multi-Chain'],126794.69012185904,[],,,,['api'],0,0,,0
BondAppetit,BAG,Lending,['Ethereum'],0.0,[],,,,['api'],0,0,,0
Bondle,-,Launchpad,['Shibarium'],275.0549595889381,[],,,,['api'],0,0,,0
Bondlink Finance,-,RWA,['Ethereum'],151991.52420435377,[],,,,['api'],0,0,,0
BoneDex,BONED,Dexs,['Shibarium'],0.0,[],,,,['api'],0,0,,0
BoneSwap,BONE,Farm,['Dogechain'],290.23706945813973,[],,,,['api'],0,0,,0
BoneSwap Bonerium,-,Dexs,['Bone'],0.0,[],,,,['api'],0,0,,0
Bonk Staked SOL,-,Liquid Staking,['Solana'],44882588.92921233,[],,,,['api'],0,0,,0
Bonkswap,-,Dexs,['Solana'],1874530.482733421,[],,,,['api'],0,0,,0
BonqDAO,BNQ,Lending,['Polygon'],333.99944589611636,[],,,,['api'],0,0,,0
Bonsai Strike,-,Options Vault,['Binance'],10864.4493291167,[],,,,['api'],0,0,,0
Bonzo Finance,BONZO,Lending,['Hedera'],31798907.63330212,[],,,,['api'],0,0,,0
BooFinance,BOOFI,Yield,['Avalanche'],29944.074621582746,[],,,,['api'],0,0,,0
BoomSwap,BOOM,Dexs,['Binance'],42.891540239527274,[],,,,['api'],0,0,,0
BorB,B,Derivatives,['Binance'],110.72481816969776,[],,,,['api'],0,0,,0
Bored Candy City,CANDY,Dexs,['Cronos'],66052.59372394627,[],,,,['api'],0,0,,0
BorgSwap,BORG,Yield,['Multi-Chain'],8265.670778214813,[],,,,['api'],0,0,,0
BoringDAO,BORING,Cross Chain Bridge,['Multi-Chain'],679799.1500408468,[],,,,['api'],0,0,,0
Boros,-,Derivatives,['Arbitrum'],4306696.63491234,[],,,,['api'],0,0,,0
Boson Protocol,BOSON,Farm,['Ethereum'],0.0,[],,,,['api'],0,0,,0
BossSwap,BOSS,Dexs,['Harmony'],9325.179206421675,[],,,,['api'],0,0,,0
Botanix Bridge,-,Canonical Bridge,['Bitcoin'],12888542.9280648,[],,,,['api'],0,0,,0
Botanix stBTC,-,Liquid Staking,['Botanix'],5659290.27856173,[],,,,['api'],0,0,,0
Botto,BOTTO,AI Agents,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bouje Finance,BOUJE,Yield,['Fantom'],9.072549012776651,[],,,,['api'],0,0,,0
Bounce Finance,Auction,Launchpad,['Ethereum'],6072.271029592001,[],,,,['api'],0,0,,0
BounceBit,BB,Yield,['nan'],,[],,,,['api'],0,0,,0
BounceBit CeDeFi Yield,-,Basis Trading,['Multi-Chain'],524066102.65734667,[],,,,['api'],0,0,,0
BounceBit Ethena,-,Yield,['Ethereum'],28.20217651992,[],,,,['api'],0,0,,0
BounceBit Staking,-,Bridge,['BounceBit'],260200505.44714925,[],,,,['api'],0,0,,0
BounceBit pre-launch Farm,-,Farm,['Multi-Chain'],0.1454933834227452,[],,,,['api'],0,0,,0
Bountive,-,Yield,['Starknet'],23649.806837100143,[],,,,['api'],0,0,,0
Bourbon DAO,WHISKEY,Reserve Currency,['Binance'],0.0,[],,,,['api'],0,0,,0
Bourbon Defi,BOURBON,Dexs,['Dogechain'],8423.366865733138,[],,,,['api'],0,0,,0
Bow,-,Yield,['Kujira'],187402.15200541896,[],,,,['api'],0,0,,0
Bow Leverage,-,Leveraged Farming,['Kujira'],0.0,[],,,,['api'],0,0,,0
Bracket Escrow Staking,-,Farm,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Bracket LST,-,Liquid Staking,['Ethereum'],938119.2894084672,[],,,,['api'],0,0,,0
Bracket Vaults,-,Onchain Capital Allocator,['Ethereum'],1207873.0599482702,[],,,,['api'],0,0,,0
BracketX,-,Derivatives,['Arbitrum'],0.0,[],,,,['api'],0,0,,0
Brahma Vaults (Sunset),-,Yield,['Multi-Chain'],24734.76382483388,[],,,,['api'],0,0,,0
BrainDAO,IQ,Services,['nan'],0.0,[],,,,['api'],0,0,,0
Brainiac Finance,BRN,Lending,['GodwokenV1'],1476.4439813272522,[],,,,['api'],0,0,,0
Breadchain,-,CDP,['xDai'],432900.479006964,[],,,,['api'],0,0,,0
BrewSwap,BREWLABS,Dexs,['Multi-Chain'],1509.5681323341696,[],,,,['api'],0,0,,0
Brewlabs Yield,BREWLABS,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
Brickken,BKN,RWA,['Multi-Chain'],35578956.23342412,[],,,,['api'],0,0,,0
Bridge LZ,-,Bridge,['Multi-Chain'],52.25684458466377,[],,,,['api'],0,0,,0
Bridge Mutual,BMI,Insurance,['Multi-Chain'],175561.7269769536,[],,,,['api'],0,0,,0
BridgeKek,-,Bridge,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
BridgeM,-,Bridge,['Multi-Chain'],28965.885428386297,[],,,,['api'],0,0,,0
Bridgers,-,Dexs,['Multi-Chain'],1893471.3718274247,[],,,,['api'],0,0,,0
Bright Union,BRIGHT,Insurance,['Ethereum'],5128.399808759483,[],,,,['api'],0,0,,0
BrightSide,BRIGHT,Dexs,['Milkomeda A1'],1145.6817721721031,[],,,,['api'],0,0,,0
Bril Finance,-,Yield Aggregator,['Binance'],184307.25385805743,[],,,,['api'],0,0,,0
Brinc Finance,BRC,Yield,['Arbitrum'],6634.707744697361,[],,,,['api'],0,0,,0
Bring.Finance,BRNG,Yield,['Multi-Chain'],690.0302222620473,[],,,,['api'],0,0,,0
Brink,-,Onchain Capital Allocator,['Multi-Chain'],3476656.914861547,[],,,,['api'],0,0,,0
Brise Swap,BSWAP,Dexs,['Bitgert'],0.16310364471421,[],,,,['api'],0,0,,0
BroSwap,BRO,Dexs,['CORE'],3.7356241308e-16,[],,,,['api'],0,0,,0
Brokkr Finance,BRO,Indexes,['Multi-Chain'],7704.56806889327,[],,,,['api'],0,0,,0
Brokoli Network,BRKL,Dexs,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0
BrownFi,-,Dexs,['Multi-Chain'],371342.9449992929,[],,,,['api'],0,0,,0
Brunch,-,CDP,['Sonic'],21817.22344794988,[],,,,['api'],0,0,,0
Bryan on Base,BRYAN,Farm,['Base'],23.834006303371872,[],,,,['api'],0,0,,0
BtnGroup,BUTT,Yield,['Secret'],164612.76,[],,,,['api'],0,0,,0
Bubbleswap V1,-,Dexs,['Hedera'],0.0,[],,,,['api'],0,0,,0
